"Date","Location","Population Type","Observations","Gender"
2021-12-31,"Waikeria Prison","Offsite population",3,"Male"
2021-12-31,"Waikeria Prison","Total population",443,"Male"
2021-12-31,"Waikeria Prison","Population percentage",5.8,"Male"
2022-03-31,"Waikeria Prison","Remand accused prisoners",55,"Male"
2022-03-31,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2022-03-31,"Waikeria Prison","Sentenced prisoners",344,"Male"
2022-03-31,"Waikeria Prison","Onsite population",399,"Male"
2022-03-31,"Waikeria Prison","Offsite population",3,"Male"
2022-03-31,"Waikeria Prison","Total population",402,"Male"
2022-03-31,"Waikeria Prison","Population percentage",5.2,"Male"
2022-06-30,"Waikeria Prison","Remand accused prisoners",62,"Male"
2022-06-30,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2022-06-30,"Waikeria Prison","Sentenced prisoners",362,"Male"
2022-06-30,"Waikeria Prison","Onsite population",424,"Male"
2022-06-30,"Waikeria Prison","Offsite population",2,"Male"
2022-06-30,"Waikeria Prison","Total population",426,"Male"
2022-06-30,"Waikeria Prison","Population percentage",5.5,"Male"
2022-09-30,"Waikeria Prison","Remand accused prisoners",65,"Male"
2022-09-30,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2022-09-30,"Waikeria Prison","Sentenced prisoners",338,"Male"
2022-09-30,"Waikeria Prison","Onsite population",403,"Male"
2022-09-30,"Waikeria Prison","Offsite population",1,"Male"
2022-09-30,"Waikeria Prison","Total population",404,"Male"
2022-09-30,"Waikeria Prison","Population percentage",5.1,"Male"
2022-12-31,"Waikeria Prison","Remand accused prisoners",68,"Male"
2022-12-31,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2022-12-31,"Waikeria Prison","Sentenced prisoners",337,"Male"
2022-12-31,"Waikeria Prison","Onsite population",405,"Male"
2022-12-31,"Waikeria Prison","Offsite population",1,"Male"
2022-12-31,"Waikeria Prison","Total population",406,"Male"
2022-12-31,"Waikeria Prison","Population percentage",5,"Male"
2023-03-31,"Waikeria Prison","Remand accused prisoners",67,"Male"
2023-03-31,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2023-03-31,"Waikeria Prison","Sentenced prisoners",363,"Male"
2023-03-31,"Waikeria Prison","Onsite population",430,"Male"
2023-03-31,"Waikeria Prison","Offsite population",3,"Male"
2023-03-31,"Waikeria Prison","Total population",433,"Male"
2023-03-31,"Waikeria Prison","Population percentage",5.2,"Male"
2023-06-30,"Waikeria Prison","Remand accused prisoners",66,"Male"
2023-06-30,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2023-06-30,"Waikeria Prison","Sentenced prisoners",365,"Male"
2023-06-30,"Waikeria Prison","Onsite population",431,"Male"
2023-06-30,"Waikeria Prison","Offsite population",1,"Male"
2023-06-30,"Waikeria Prison","Total population",432,"Male"
2023-06-30,"Waikeria Prison","Population percentage",5,"Male"
2023-09-30,"Waikeria Prison","Remand accused prisoners",76,"Male"
2023-09-30,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2023-09-30,"Waikeria Prison","Sentenced prisoners",368,"Male"
2023-09-30,"Waikeria Prison","Onsite population",444,"Male"
2023-09-30,"Waikeria Prison","Offsite population",2,"Male"
2023-09-30,"Waikeria Prison","Total population",446,"Male"
2023-09-30,"Waikeria Prison","Population percentage",5,"Male"
2023-12-31,"Waikeria Prison","Remand accused prisoners",75,"Male"
2023-12-31,"Waikeria Prison","Remand convicted prisoners",0,"Male"
2023-12-31,"Waikeria Prison","Sentenced prisoners",377,"Male"
2023-12-31,"Waikeria Prison","Onsite population",452,"Male"
2023-12-31,"Waikeria Prison","Offsite population",2,"Male"
2023-12-31,"Waikeria Prison","Total population",454,"Male"
2023-12-31,"Waikeria Prison","Population percentage",5,"Male"
2024-03-31,"Waikeria Prison","Remand accused prisoners",40,"Male"
2024-03-31,"Waikeria Prison","Remand convicted prisoners",34,"Male"
2024-03-31,"Waikeria Prison","Sentenced prisoners",375,"Male"
2024-03-31,"Waikeria Prison","Onsite population",449,"Male"
2024-03-31,"Waikeria Prison","Offsite population",3,"Male"
2024-03-31,"Waikeria Prison","Total population",452,"Male"
2024-03-31,"Waikeria Prison","Population percentage",4.8,"Male"
2018-03-31,"Whanganui Prison","Remand accused prisoners",153,"Male"
2018-03-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2018-03-31,"Whanganui Prison","Sentenced prisoners",396,"Male"
2018-03-31,"Whanganui Prison","Onsite population",0,"Male"
2018-03-31,"Whanganui Prison","Offsite population",0,"Male"
2018-03-31,"Whanganui Prison","Total population",549,"Male"
2018-03-31,"Whanganui Prison","Population percentage",5.2,"Male"
2018-06-30,"Whanganui Prison","Remand accused prisoners",173,"Male"
2018-06-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2018-06-30,"Whanganui Prison","Sentenced prisoners",356,"Male"
2018-06-30,"Whanganui Prison","Onsite population",0,"Male"
2018-06-30,"Whanganui Prison","Offsite population",0,"Male"
2018-06-30,"Whanganui Prison","Total population",529,"Male"
2018-06-30,"Whanganui Prison","Population percentage",5.1,"Male"
2018-09-30,"Whanganui Prison","Remand accused prisoners",152,"Male"
2018-09-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2018-09-30,"Whanganui Prison","Sentenced prisoners",384,"Male"
2018-09-30,"Whanganui Prison","Onsite population",0,"Male"
2018-09-30,"Whanganui Prison","Offsite population",0,"Male"
2018-09-30,"Whanganui Prison","Total population",536,"Male"
2018-09-30,"Whanganui Prison","Population percentage",5.3,"Male"
2018-12-31,"Whanganui Prison","Remand accused prisoners",145,"Male"
2018-12-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2018-12-31,"Whanganui Prison","Sentenced prisoners",392,"Male"
2018-12-31,"Whanganui Prison","Onsite population",0,"Male"
2018-12-31,"Whanganui Prison","Offsite population",0,"Male"
2018-12-31,"Whanganui Prison","Total population",537,"Male"
2018-12-31,"Whanganui Prison","Population percentage",5.5,"Male"
2019-03-31,"Whanganui Prison","Remand accused prisoners",156,"Male"
2019-03-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2019-03-31,"Whanganui Prison","Sentenced prisoners",368,"Male"
2019-03-31,"Whanganui Prison","Onsite population",0,"Male"
2019-03-31,"Whanganui Prison","Offsite population",0,"Male"
2019-03-31,"Whanganui Prison","Total population",524,"Male"
2019-03-31,"Whanganui Prison","Population percentage",5.2,"Male"
2019-06-30,"Whanganui Prison","Remand accused prisoners",173,"Male"
2019-06-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2019-06-30,"Whanganui Prison","Sentenced prisoners",374,"Male"
2019-06-30,"Whanganui Prison","Onsite population",0,"Male"
2019-06-30,"Whanganui Prison","Offsite population",0,"Male"
2019-06-30,"Whanganui Prison","Total population",547,"Male"
2019-06-30,"Whanganui Prison","Population percentage",5.5,"Male"
2019-09-30,"Whanganui Prison","Remand accused prisoners",168,"Male"
2019-09-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2019-09-30,"Whanganui Prison","Sentenced prisoners",370,"Male"
2019-09-30,"Whanganui Prison","Onsite population",0,"Male"
2019-09-30,"Whanganui Prison","Offsite population",0,"Male"
2019-09-30,"Whanganui Prison","Total population",538,"Male"
2019-09-30,"Whanganui Prison","Population percentage",5.4,"Male"
2019-12-31,"Whanganui Prison","Remand accused prisoners",169,"Male"
2019-12-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2019-12-31,"Whanganui Prison","Sentenced prisoners",369,"Male"
2019-12-31,"Whanganui Prison","Onsite population",0,"Male"
2019-12-31,"Whanganui Prison","Offsite population",0,"Male"
2019-12-31,"Whanganui Prison","Total population",538,"Male"
2019-12-31,"Whanganui Prison","Population percentage",5.5,"Male"
2020-03-31,"Whanganui Prison","Remand accused prisoners",171,"Male"
2020-03-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2020-03-31,"Whanganui Prison","Sentenced prisoners",363,"Male"
2020-03-31,"Whanganui Prison","Onsite population",0,"Male"
2020-03-31,"Whanganui Prison","Offsite population",0,"Male"
2020-03-31,"Whanganui Prison","Total population",534,"Male"
2020-03-31,"Whanganui Prison","Population percentage",5.4,"Male"
2020-06-30,"Whanganui Prison","Remand accused prisoners",170,"Male"
2020-06-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2020-06-30,"Whanganui Prison","Sentenced prisoners",360,"Male"
2020-06-30,"Whanganui Prison","Onsite population",0,"Male"
2020-06-30,"Whanganui Prison","Offsite population",0,"Male"
2020-06-30,"Whanganui Prison","Total population",530,"Male"
2020-06-30,"Whanganui Prison","Population percentage",5.6,"Male"
2020-09-30,"Whanganui Prison","Remand accused prisoners",182,"Male"
2020-09-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2020-09-30,"Whanganui Prison","Sentenced prisoners",318,"Male"
2020-09-30,"Whanganui Prison","Onsite population",0,"Male"
2020-09-30,"Whanganui Prison","Offsite population",0,"Male"
2020-09-30,"Whanganui Prison","Total population",500,"Male"
2020-09-30,"Whanganui Prison","Population percentage",5.5,"Male"
2020-12-31,"Whanganui Prison","Remand accused prisoners",155,"Male"
2020-12-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2020-12-31,"Whanganui Prison","Sentenced prisoners",246,"Male"
2020-12-31,"Whanganui Prison","Onsite population",0,"Male"
2020-12-31,"Whanganui Prison","Offsite population",0,"Male"
2020-12-31,"Whanganui Prison","Total population",401,"Male"
2020-12-31,"Whanganui Prison","Population percentage",4.7,"Male"
2021-03-31,"Whanganui Prison","Remand accused prisoners",159,"Male"
2021-03-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2021-03-31,"Whanganui Prison","Sentenced prisoners",248,"Male"
2021-03-31,"Whanganui Prison","Onsite population",0,"Male"
2021-03-31,"Whanganui Prison","Offsite population",0,"Male"
2021-03-31,"Whanganui Prison","Total population",407,"Male"
2021-03-31,"Whanganui Prison","Population percentage",4.7,"Male"
2021-06-30,"Whanganui Prison","Remand accused prisoners",157,"Male"
2021-06-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2021-06-30,"Whanganui Prison","Sentenced prisoners",261,"Male"
2021-06-30,"Whanganui Prison","Onsite population",0,"Male"
2021-06-30,"Whanganui Prison","Offsite population",0,"Male"
2021-06-30,"Whanganui Prison","Total population",418,"Male"
2021-06-30,"Whanganui Prison","Population percentage",5,"Male"
2021-09-30,"Whanganui Prison","Remand accused prisoners",162,"Male"
2021-09-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2021-09-30,"Whanganui Prison","Sentenced prisoners",256,"Male"
2021-09-30,"Whanganui Prison","Onsite population",418,"Male"
2021-09-30,"Whanganui Prison","Offsite population",1,"Male"
2021-09-30,"Whanganui Prison","Total population",419,"Male"
2021-09-30,"Whanganui Prison","Population percentage",5.2,"Male"
2021-12-31,"Whanganui Prison","Remand accused prisoners",148,"Male"
2021-12-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2021-12-31,"Whanganui Prison","Sentenced prisoners",257,"Male"
2021-12-31,"Whanganui Prison","Onsite population",405,"Male"
2021-12-31,"Whanganui Prison","Offsite population",1,"Male"
2021-12-31,"Whanganui Prison","Total population",406,"Male"
2021-12-31,"Whanganui Prison","Population percentage",5.3,"Male"
2022-03-31,"Whanganui Prison","Remand accused prisoners",154,"Male"
2022-03-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2022-03-31,"Whanganui Prison","Sentenced prisoners",237,"Male"
2022-03-31,"Whanganui Prison","Onsite population",391,"Male"
2022-03-31,"Whanganui Prison","Offsite population",1,"Male"
2022-03-31,"Whanganui Prison","Total population",392,"Male"
2022-03-31,"Whanganui Prison","Population percentage",5.1,"Male"
2022-06-30,"Whanganui Prison","Remand accused prisoners",141,"Male"
2022-06-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2022-06-30,"Whanganui Prison","Sentenced prisoners",241,"Male"
2022-06-30,"Whanganui Prison","Onsite population",382,"Male"
2022-06-30,"Whanganui Prison","Offsite population",1,"Male"
2022-06-30,"Whanganui Prison","Total population",383,"Male"
2022-06-30,"Whanganui Prison","Population percentage",5,"Male"
2022-09-30,"Whanganui Prison","Remand accused prisoners",179,"Male"
2022-09-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2022-09-30,"Whanganui Prison","Sentenced prisoners",248,"Male"
2022-09-30,"Whanganui Prison","Onsite population",427,"Male"
2022-09-30,"Whanganui Prison","Offsite population",2,"Male"
2022-09-30,"Whanganui Prison","Total population",429,"Male"
2022-09-30,"Whanganui Prison","Population percentage",5.4,"Male"
2022-12-31,"Whanganui Prison","Remand accused prisoners",161,"Male"
2022-12-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2022-12-31,"Whanganui Prison","Sentenced prisoners",245,"Male"
2022-12-31,"Whanganui Prison","Onsite population",406,"Male"
2022-12-31,"Whanganui Prison","Offsite population",1,"Male"
2022-12-31,"Whanganui Prison","Total population",407,"Male"
2022-12-31,"Whanganui Prison","Population percentage",5,"Male"
2023-03-31,"Whanganui Prison","Remand accused prisoners",181,"Male"
2023-03-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2023-03-31,"Whanganui Prison","Sentenced prisoners",252,"Male"
2023-03-31,"Whanganui Prison","Onsite population",433,"Male"
2023-03-31,"Whanganui Prison","Offsite population",1,"Male"
2023-03-31,"Whanganui Prison","Total population",434,"Male"
2023-03-31,"Whanganui Prison","Population percentage",5.2,"Male"
2023-06-30,"Whanganui Prison","Remand accused prisoners",190,"Male"
2023-06-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2023-06-30,"Whanganui Prison","Sentenced prisoners",304,"Male"
2023-06-30,"Whanganui Prison","Onsite population",494,"Male"
2023-06-30,"Whanganui Prison","Offsite population",1,"Male"
2023-06-30,"Whanganui Prison","Total population",495,"Male"
2023-06-30,"Whanganui Prison","Population percentage",5.7,"Male"
2023-09-30,"Whanganui Prison","Remand accused prisoners",203,"Male"
2023-09-30,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2023-09-30,"Whanganui Prison","Sentenced prisoners",315,"Male"
2023-09-30,"Whanganui Prison","Onsite population",518,"Male"
2023-09-30,"Whanganui Prison","Offsite population",1,"Male"
2023-09-30,"Whanganui Prison","Total population",519,"Male"
2023-09-30,"Whanganui Prison","Population percentage",5.8,"Male"
2023-12-31,"Whanganui Prison","Remand accused prisoners",175,"Male"
2023-12-31,"Whanganui Prison","Remand convicted prisoners",0,"Male"
2023-12-31,"Whanganui Prison","Sentenced prisoners",329,"Male"
2023-12-31,"Whanganui Prison","Onsite population",504,"Male"
2023-12-31,"Whanganui Prison","Offsite population",1,"Male"
2023-12-31,"Whanganui Prison","Total population",505,"Male"
2023-12-31,"Whanganui Prison","Population percentage",5.5,"Male"
2024-03-31,"Whanganui Prison","Remand accused prisoners",113,"Male"
2024-03-31,"Whanganui Prison","Remand convicted prisoners",55,"Male"
2024-03-31,"Whanganui Prison","Sentenced prisoners",327,"Male"
2024-03-31,"Whanganui Prison","Onsite population",495,"Male"
2024-03-31,"Whanganui Prison","Offsite population",1,"Male"
2024-03-31,"Whanganui Prison","Total population",496,"Male"
2024-03-31,"Whanganui Prison","Population percentage",5.2,"Male"
2018-03-31,"Arohata Prison","Remand accused prisoners",37,"Female"
2018-03-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2018-03-31,"Arohata Prison","Sentenced prisoners",171,"Female"
2018-03-31,"Arohata Prison","Onsite population",0,"Female"
2018-03-31,"Arohata Prison","Offsite population",0,"Female"
2018-03-31,"Arohata Prison","Total population",208,"Female"
2018-03-31,"Arohata Prison","Population percentage",2,"Female"
2018-06-30,"Arohata Prison","Remand accused prisoners",36,"Female"
2018-06-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2018-06-30,"Arohata Prison","Sentenced prisoners",162,"Female"
2018-06-30,"Arohata Prison","Onsite population",0,"Female"
2018-06-30,"Arohata Prison","Offsite population",0,"Female"
2018-06-30,"Arohata Prison","Total population",198,"Female"
2018-06-30,"Arohata Prison","Population percentage",1.9,"Female"
2018-09-30,"Arohata Prison","Remand accused prisoners",30,"Female"
2018-09-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2018-09-30,"Arohata Prison","Sentenced prisoners",145,"Female"
2018-09-30,"Arohata Prison","Onsite population",0,"Female"
2018-09-30,"Arohata Prison","Offsite population",0,"Female"
2018-09-30,"Arohata Prison","Total population",175,"Female"
2018-09-30,"Arohata Prison","Population percentage",1.8,"Female"
2018-12-31,"Arohata Prison","Remand accused prisoners",23,"Female"
2018-12-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2018-12-31,"Arohata Prison","Sentenced prisoners",114,"Female"
2018-12-31,"Arohata Prison","Onsite population",0,"Female"
2018-12-31,"Arohata Prison","Offsite population",0,"Female"
2018-12-31,"Arohata Prison","Total population",137,"Female"
2018-12-31,"Arohata Prison","Population percentage",1.4,"Female"
2019-03-31,"Arohata Prison","Remand accused prisoners",40,"Female"
2019-03-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2019-03-31,"Arohata Prison","Sentenced prisoners",101,"Female"
2019-03-31,"Arohata Prison","Onsite population",0,"Female"
2019-03-31,"Arohata Prison","Offsite population",0,"Female"
2019-03-31,"Arohata Prison","Total population",141,"Female"
2019-03-31,"Arohata Prison","Population percentage",1.4,"Female"
2019-06-30,"Arohata Prison","Remand accused prisoners",46,"Female"
2019-06-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2019-06-30,"Arohata Prison","Sentenced prisoners",130,"Female"
2019-06-30,"Arohata Prison","Onsite population",0,"Female"
2019-06-30,"Arohata Prison","Offsite population",0,"Female"
2019-06-30,"Arohata Prison","Total population",176,"Female"
2019-06-30,"Arohata Prison","Population percentage",1.8,"Female"
2019-09-30,"Arohata Prison","Remand accused prisoners",42,"Female"
2019-09-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2019-09-30,"Arohata Prison","Sentenced prisoners",108,"Female"
2019-09-30,"Arohata Prison","Onsite population",0,"Female"
2019-09-30,"Arohata Prison","Offsite population",0,"Female"
2019-09-30,"Arohata Prison","Total population",150,"Female"
2019-09-30,"Arohata Prison","Population percentage",1.5,"Female"
2019-12-31,"Arohata Prison","Remand accused prisoners",37,"Female"
2019-12-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2019-12-31,"Arohata Prison","Sentenced prisoners",106,"Female"
2019-12-31,"Arohata Prison","Onsite population",0,"Female"
2019-12-31,"Arohata Prison","Offsite population",0,"Female"
2019-12-31,"Arohata Prison","Total population",143,"Female"
2019-12-31,"Arohata Prison","Population percentage",1.5,"Female"
2020-03-31,"Arohata Prison","Remand accused prisoners",42,"Female"
2020-03-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2020-03-31,"Arohata Prison","Sentenced prisoners",102,"Female"
2020-03-31,"Arohata Prison","Onsite population",0,"Female"
2020-03-31,"Arohata Prison","Offsite population",0,"Female"
2020-03-31,"Arohata Prison","Total population",144,"Female"
2020-03-31,"Arohata Prison","Population percentage",1.5,"Female"
2020-06-30,"Arohata Prison","Remand accused prisoners",37,"Female"
2020-06-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2020-06-30,"Arohata Prison","Sentenced prisoners",81,"Female"
2020-06-30,"Arohata Prison","Onsite population",0,"Female"
2020-06-30,"Arohata Prison","Offsite population",0,"Female"
2020-06-30,"Arohata Prison","Total population",118,"Female"
2020-06-30,"Arohata Prison","Population percentage",1.2,"Female"
2020-09-30,"Arohata Prison","Remand accused prisoners",42,"Female"
2020-09-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2020-09-30,"Arohata Prison","Sentenced prisoners",72,"Female"
2020-09-30,"Arohata Prison","Onsite population",0,"Female"
2020-09-30,"Arohata Prison","Offsite population",0,"Female"
2020-09-30,"Arohata Prison","Total population",114,"Female"
2020-09-30,"Arohata Prison","Population percentage",1.2,"Female"
2020-12-31,"Arohata Prison","Remand accused prisoners",36,"Female"
2020-12-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2020-12-31,"Arohata Prison","Sentenced prisoners",52,"Female"
2020-12-31,"Arohata Prison","Onsite population",0,"Female"
2020-12-31,"Arohata Prison","Offsite population",0,"Female"
2020-12-31,"Arohata Prison","Total population",88,"Female"
2020-12-31,"Arohata Prison","Population percentage",1,"Female"
2021-03-31,"Arohata Prison","Remand accused prisoners",49,"Female"
2021-03-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2021-03-31,"Arohata Prison","Sentenced prisoners",54,"Female"
2021-03-31,"Arohata Prison","Onsite population",0,"Female"
2021-03-31,"Arohata Prison","Offsite population",0,"Female"
2021-03-31,"Arohata Prison","Total population",103,"Female"
2021-03-31,"Arohata Prison","Population percentage",1.2,"Female"
2021-06-30,"Arohata Prison","Remand accused prisoners",52,"Female"
2021-06-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2021-06-30,"Arohata Prison","Sentenced prisoners",58,"Female"
2021-06-30,"Arohata Prison","Onsite population",0,"Female"
2021-06-30,"Arohata Prison","Offsite population",0,"Female"
2021-06-30,"Arohata Prison","Total population",110,"Female"
2021-06-30,"Arohata Prison","Population percentage",1.3,"Female"
2021-09-30,"Arohata Prison","Remand accused prisoners",33,"Female"
2021-09-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2021-09-30,"Arohata Prison","Sentenced prisoners",40,"Female"
2021-09-30,"Arohata Prison","Onsite population",73,"Female"
2021-09-30,"Arohata Prison","Offsite population",3,"Female"
2021-09-30,"Arohata Prison","Total population",76,"Female"
2021-09-30,"Arohata Prison","Population percentage",0.9,"Female"
2021-12-31,"Arohata Prison","Remand accused prisoners",56,"Female"
2021-12-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2021-12-31,"Arohata Prison","Sentenced prisoners",48,"Female"
2021-12-31,"Arohata Prison","Onsite population",104,"Female"
2021-12-31,"Arohata Prison","Offsite population",5,"Female"
2021-12-31,"Arohata Prison","Total population",109,"Female"
2021-12-31,"Arohata Prison","Population percentage",1.4,"Female"
2022-03-31,"Arohata Prison","Remand accused prisoners",47,"Female"
2022-03-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2022-03-31,"Arohata Prison","Sentenced prisoners",43,"Female"
2022-03-31,"Arohata Prison","Onsite population",90,"Female"
2022-03-31,"Arohata Prison","Offsite population",1,"Female"
2022-03-31,"Arohata Prison","Total population",91,"Female"
2022-03-31,"Arohata Prison","Population percentage",1.2,"Female"
2022-06-30,"Arohata Prison","Remand accused prisoners",52,"Female"
2022-06-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2022-06-30,"Arohata Prison","Sentenced prisoners",48,"Female"
2022-06-30,"Arohata Prison","Onsite population",100,"Female"
2022-06-30,"Arohata Prison","Offsite population",6,"Female"
2022-06-30,"Arohata Prison","Total population",106,"Female"
2022-06-30,"Arohata Prison","Population percentage",1.4,"Female"
2022-09-30,"Arohata Prison","Remand accused prisoners",51,"Female"
2022-09-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2022-09-30,"Arohata Prison","Sentenced prisoners",31,"Female"
2022-09-30,"Arohata Prison","Onsite population",82,"Female"
2022-09-30,"Arohata Prison","Offsite population",2,"Female"
2022-09-30,"Arohata Prison","Total population",84,"Female"
2022-09-30,"Arohata Prison","Population percentage",1.1,"Female"
2022-12-31,"Arohata Prison","Remand accused prisoners",57,"Female"
2022-12-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2022-12-31,"Arohata Prison","Sentenced prisoners",3,"Female"
2022-12-31,"Arohata Prison","Onsite population",60,"Female"
2022-12-31,"Arohata Prison","Offsite population",0,"Female"
2022-12-31,"Arohata Prison","Total population",60,"Female"
2022-12-31,"Arohata Prison","Population percentage",0.7,"Female"
2023-03-31,"Arohata Prison","Remand accused prisoners",51,"Female"
2023-03-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2023-03-31,"Arohata Prison","Sentenced prisoners",16,"Female"
2023-03-31,"Arohata Prison","Onsite population",67,"Female"
2023-03-31,"Arohata Prison","Offsite population",2,"Female"
2023-03-31,"Arohata Prison","Total population",69,"Female"
2023-03-31,"Arohata Prison","Population percentage",0.8,"Female"
2023-06-30,"Arohata Prison","Remand accused prisoners",52,"Female"
2023-06-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2023-06-30,"Arohata Prison","Sentenced prisoners",8,"Female"
2023-06-30,"Arohata Prison","Onsite population",60,"Female"
2023-06-30,"Arohata Prison","Offsite population",5,"Female"
2023-06-30,"Arohata Prison","Total population",65,"Female"
2023-06-30,"Arohata Prison","Population percentage",0.7,"Female"
2023-09-30,"Arohata Prison","Remand accused prisoners",70,"Female"
2023-09-30,"Arohata Prison","Remand convicted prisoners",0,"Female"
2023-09-30,"Arohata Prison","Sentenced prisoners",15,"Female"
2023-09-30,"Arohata Prison","Onsite population",85,"Female"
2023-09-30,"Arohata Prison","Offsite population",1,"Female"
2023-09-30,"Arohata Prison","Total population",86,"Female"
2023-09-30,"Arohata Prison","Population percentage",1,"Female"
2023-12-31,"Arohata Prison","Remand accused prisoners",73,"Female"
2023-12-31,"Arohata Prison","Remand convicted prisoners",0,"Female"
2023-12-31,"Arohata Prison","Sentenced prisoners",25,"Female"
2023-12-31,"Arohata Prison","Onsite population",98,"Female"
2023-12-31,"Arohata Prison","Offsite population",0,"Female"
2023-12-31,"Arohata Prison","Total population",98,"Female"
2023-12-31,"Arohata Prison","Population percentage",1.1,"Female"
2024-03-31,"Arohata Prison","Remand accused prisoners",37,"Female"
2024-03-31,"Arohata Prison","Remand convicted prisoners",48,"Female"
2024-03-31,"Arohata Prison","Sentenced prisoners",26,"Female"
2024-03-31,"Arohata Prison","Onsite population",111,"Female"
2024-03-31,"Arohata Prison","Offsite population",3,"Female"
2024-03-31,"Arohata Prison","Total population",114,"Female"
2024-03-31,"Arohata Prison","Population percentage",1.2,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",199,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",264,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Total population",463,"Female"
2018-03-31,"Auckland Region Women's Corrections Facility","Population percentage",4.4,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",177,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",271,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Total population",448,"Female"
2018-06-30,"Auckland Region Women's Corrections Facility","Population percentage",4.3,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",159,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",285,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Total population",444,"Female"
2018-09-30,"Auckland Region Women's Corrections Facility","Population percentage",4.4,"Female"
2018-12-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",163,"Female"
2018-12-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
